"","bld_plt1_01_0_1.mzML","bld_plt1_01_120_1.mzML","bld_plt1_01_600_1.mzML","bld_plt1_01_720_1.mzML","bld_plt1_03_0_1.mzML","bld_plt1_03_480_1.mzML","bld_plt1_03_600_1.mzML","bld_plt1_04_240_1.mzML","bld_plt1_04_480_1.mzML","bld_plt1_04_600_1.mzML","bld_plt1_05_240_1.mzML","bld_plt1_05_480_1.mzML","bld_plt1_05_600_1.mzML","bld_plt1_07_120_1.mzML","bld_plt1_07_240_1.mzML","bld_plt1_07_600_1.mzML","bld_plt1_08_240_1.mzML","bld_plt1_08_600_1.mzML","bld_plt1_08_720_1.mzML","bld_plt1_10_0_1.mzML","bld_plt1_10_120_1.mzML","bld_plt1_10_600_1.mzML","bld_plt2_01_240_1.mzML","bld_plt2_01_480_1.mzML","bld_plt2_03_120_1.mzML","bld_plt2_03_240_1.mzML","bld_plt2_03_720_1.mzML","bld_plt2_04_0_1.mzML","bld_plt2_04_120_1.mzML","bld_plt2_04_720_1.mzML","bld_plt2_05_0_1.mzML","bld_plt2_05_120_1.mzML","bld_plt2_05_720_1.mzML","bld_plt2_07_0_1.mzML","bld_plt2_07_480_1.mzML","bld_plt2_07_720_1.mzML","bld_plt2_08_0_1.mzML","bld_plt2_08_120_1.mzML","bld_plt2_08_480_1.mzML","bld_plt2_10_240_1.mzML","bld_plt2_10_480_1.mzML","bld_plt2_10_720_1.mzML","skin_01_0_UB.mzML","skin_01_120_UB.mzML","skin_01_240_UB.mzML","skin_01_480_UB.mzML","skin_01_600_UB.mzML","skin_01_720_UB.mzML","skin_03_0_UB.mzML","skin_03_120_UB.mzML","skin_03_240_UB.mzML","skin_03_480_UB.mzML","skin_03_600_UB.mzML","skin_03_720_UB.mzML","skin_04_0_UB.mzML","skin_04_120_UB.mzML","skin_04_240_UB.mzML","skin_04_480_UB.mzML","skin_04_600_UB.mzML","skin_04_720_UB.mzML","skin_05_0_UB.mzML","skin_05_120_UB.mzML","skin_05_240_UB.mzML","skin_05_480_UB.mzML","skin_05_600_UB.mzML","skin_05_720_UB.mzML","skin_07_0_UB.mzML","skin_07_120_UB.mzML","skin_07_240_UB.mzML","skin_07_480_UB.mzML","skin_07_600_UB.mzML","skin_07_720_UB.mzML","skin_08_0_UB.mzML","skin_08_120_UB.mzML","skin_08_240_UB.mzML","skin_08_480_UB.mzML","skin_08_600_UB.mzML","skin_08_720_UB.mzML","skin_10_0_UB.mzML","skin_10_120_UB.mzML","skin_10_240_UB.mzML","skin_10_480_UB.mzML","skin_10_600_UB.mzML","skin_10_720_UB.mzML"
"X178_153.091_0.546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.004114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.771305,0,0,0,0,0,0,0,0,0,38131.293,21221.732,22591.07,38834.56,37326.652,13785.127,17053.746,82923.71,65403.508,71030.234,82124.39,73756.21,38004.066,57379.08,64770.79,42560.742,36108.63,58563.85,35891.2,63311.9,59079.508,64364.62,54306.39,62476.12,53327.37,66470.24,59696.09,54145.816,50425.887,23908.846,29872.002,57489.492,48379.44,22825.629,48258.906,26923.13,57555.168,31677.373,34516.06,62978.734,62491.74,60573.637
"X9414_153.091_5.134",32.822845,27.944511,246.05135,16.716106,22.231312,10.431746,0,62.61359,60.955738,81.264175,195.12735,0,63.92477,44.40539,0,25.535927,44.196648,21.205143,16.756268,144.31865,0,12.541475,93.600975,18.557709,38.16919,0,18.40339,0,0,0,0,43.321323,0,0,0,33.82174,0,17.474298,19.064182,0,19.329323,0,8896.414,9640,7641.3843,7500.6494,8352.285,6734.5493,18019.373,13400.723,15105.109,9530.679,13902.271,15372.883,15325.779,10538.755,2249.0183,10080.772,10022.606,10924.848,9245.376,6347.671,7770.135,10101.341,9411.05,6959.139,3332.2039,8624.803,5012.897,8723.028,3601.293,7496.8345,3085.0159,3280.495,1535.3711,1756.8485,3906.811,4675.7285,7699.3076,5189.9883,5699.137,7204.776,8580.313,6692.915
"X1100_153.091_2.228",49.834076,179.61215,920.69666,55.33387,118.741554,155.03017,90.24529,270.74316,600.1876,144.80507,454.21576,196.26259,221.84047,185.63194,189.572,244.7323,293.87067,302.93558,53.06318,84.18544,71.341515,331.42984,245.69177,186.19,97.32249,71.04291,538.7463,93.6496,234.24283,69.84731,54.45585,362.78284,141.86372,169.81021,184.29565,38.48446,124.21746,230.71646,190.89877,227.4847,324.287,231.47096,138340.3,139101.06,134040.45,145778.89,97394.22,149471.81,201904,210910.61,215201.17,236306.73,215431.8,204189,125602.39,197258.02,219151.12,257561.27,202120.08,231596.42,150193.56,215330.58,216187.89,175455.23,219709.42,237768.23,155259.12,147366.55,201278.98,126730.664,181597.9,220196.3,165426.02,205581.64,129401.484,108254.37,136180.1,104169.05,229920.56,158307.61,153641.62,224275.72,137852.67,226980.4
"X3163_153.091_3.001",339.22052,244.59778,216.26056,582.5089,199.17108,320.23938,244.12183,157.2813,339.9304,315.7735,834.393,290.8479,435.4321,237.0766,248.54218,301.39224,534.3026,554.30005,374.39066,253.60806,224.85666,428.68832,302.78595,521.22485,289.31708,327.26996,355.7396,229.43274,265.3979,291.47852,120.836975,320.06705,208.77113,317.3138,466.9279,226.16086,98.39992,299.19705,524.74426,392.44266,326.6027,319.14835,100097.52,63130.09,95279.766,96852.84,50511.633,119223.38,146253.33,262596.66,190594.72,164910.61,253159.23,255345.58,63177.246,124259.13,81550.15,251381.48,211635.38,70150.85,63074.668,103923.43,196997.4,208259.67,211635.27,167650.17,100910.484,177872.81,158062.92,135847.36,70237.46,183151.69,205324.39,63763.867,51947.08,149008.97,80301.26,137769.45,88065.2,152037.31,155592.86,214329.39,61893.867,70420.35
"X4000_153.091_3.263",71.17803,41.620907,288.06384,387.70078,96.07266,43.025845,166.96542,139.72752,80.67221,28.330454,694.2914,239.68901,500.44113,114.695335,182.8149,78.042076,464.7359,160.96951,97.8792,416.38373,247.17065,46.254745,502.32617,16.10049,225.61128,20.91597,663.1853,62.490936,42.970253,97.67653,365.6285,405.2926,13.35322,109.299866,29.394527,27.45367,213.21114,83.984665,235.05267,110.278946,159.0844,268.69992,63210.277,69343.63,57169.9,74928.1,82348.07,67288.73,129745.53,104409.08,133746.75,149900.62,166550.47,159681.31,101097.27,92947.3,125269.914,136170.11,94644.93,121756.81,121577.24,116254.74,105961.875,134599.5,100839.414,131337.38,89252.39,147070.67,102494.42,106276.484,89522.81,112535.31,92360.28,101314.28,79962.66,78879.805,98535.99,88048.27,106978.72,102705.03,104140.875,90448.55,100707.85,131561.25
"X13615_153.128_6.914",3197.1104,6230.831,2812.9854,1491.027,3360.8533,416.4787,1775.3636,2797.33,4243.148,3349.094,3496.401,7025.138,5917.069,2856.0674,1115.4225,2175.9988,3743.0696,3366.8547,1280.1572,2319.4749,599.0689,3334.867,7461.1265,2589.0598,5343.097,0,5814.8843,1762.9485,199.10292,11426.215,6364.621,10433.007,0,3198.3918,2643.1907,3173.1108,11695.2295,9852.244,4632.4663,2186.3914,0,8313.4375,0,47.600277,0,143.72949,201.61098,158.14769,66.28664,48.116776,23.652943,11.246235,273.0022,26.02779,0,0,0,99.918274,80.80821,568.0094,34.677376,0,0,0,0,27.88321,0,0,0,0,52.012276,53.865738,0,18.978287,0,27.139269,0,232.50035,0,0,0,0,0,0
"X467_154.086_1.051",0,17.439173,31.561773,24.768301,27.678019,12.359798,15.188202,0,34.328644,0,0,18.18186,14.943457,22.247398,36.738342,20.463015,24.460625,19.217905,22.056683,0,39.189167,12.529178,72.44879,53.814384,14.665703,29.105598,153.04857,19.45241,127.46882,68.162476,112.47459,14.074603,18.095207,36.851276,28.639492,17.299683,85.16463,46.95221,35.764732,44.94005,52.80442,52.459557,2992.1667,752.52075,4097.9175,5016.661,3577.324,3518.7441,5775.319,22905.578,4687.762,7623.171,23988.46,21767.479,4603.3765,6233.148,4371.906,4514.185,7420.607,9852.547,7819.9175,6653.363,4004.0833,18645.111,3278.049,8391.767,5349.937,17992.002,3413.6287,14753.915,6481.7183,9883.561,8821.559,4584.377,3385.0103,1408.2968,15877.779,5333.3486,22025.816,8130.978,6400.7173,7406.9346,7501.243,8987.178
"X687_154.123_1.822",0,0,0,0,0,0,0,0,0,0,0,0,0,46348.35,0,36283.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53285.18,38837.258,34086.34,0,0,13.888088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580.1752,2418.8838,451.8639,993.3849,75.88315,0,0,0,0,0,0,0,0,0,0,0,0,0
"X12733_154.967_6.478",6629.48,19172.361,14684.724,21513.332,10607.051,12033.704,4528.1445,3629.9883,11668.975,14965.066,15382.263,13102.727,7456.0435,3906.3271,14622.167,15097.71,4964.46,15558.282,9158.798,7611.417,5966.257,20018.033,28926.355,5878.3853,103178.13,3794.2048,35600.25,3990.4053,4217.7773,6073.4756,2599.0576,6100.256,5924.916,3416.2842,4133.9785,3328.1267,16362.048,15721.717,160382.53,3903.0083,5854.4136,14467.692,1015.9835,846.2888,3376.3958,468.28064,2997.5977,954.0786,454.72473,1642.3635,897.0184,0,477.23178,695.08606,0,1072.8237,864.1193,409.95514,303.87357,420.9289,0,1396.4939,1084.7585,1031.4225,1588.6844,1603.9186,685.6349,1542.731,4409.1035,2143.0505,1194.8406,1170.1775,1057.0591,409.47586,2112.9265,686.9411,0,1694.3411,551.61,1596.6028,872.9468,1009.1231,706.8144,866.7483
"X11754_154.967_6.152",152334.17,14432.851,13437.003,28674.97,2659.629,3274.6362,2760.2148,9701.338,171753.52,5682.095,16340.088,10287.441,15558.17,163010.9,12653.873,170330.45,6414.4116,6621.5044,13357.332,147556.19,20983.863,181029.48,18538.324,3518.0056,4021.705,1027.531,24237.648,9810.74,2625.7444,5143.316,1505.3547,2998.288,1835.1772,4033.3147,5243.0693,3532.1465,15754.864,13596.897,29227.232,979.1558,364.54584,18586.03,2879.541,3131.4375,1881.854,899.6046,555.3971,1269.1465,374.93527,369.3493,773.29565,958.40674,0,438.70853,474.7533,3376.3325,4216.9385,906.13074,1099.9268,617.55035,380.51447,3565.1213,2616.258,2330.0308,569.54156,2222.5957,2852.648,3141.0864,3458.1377,2769.0237,739.2147,3884.3652,1998.0825,456.16052,568.6681,648.58057,0,484.0542,3753.9365,963.46576,935.55493,2517.1316,1341.3732,608.47235
"X11687_154.99_6.107",24766.39,12009.273,3910.9863,17640.783,6414.761,6398.653,15952.536,1833.9983,14263.415,10717.801,10252.707,6876.945,1471.6665,20843.045,110452.875,11408.914,10362.169,12449.82,139057.47,12265.138,9609.037,9169.608,5509.355,1364.6849,4425.0493,493.65356,9691.055,241.11404,541.79297,134.15451,3614.439,296.3832,537.0747,2973.7656,148.84627,389.5607,858.5971,3105.1665,23783.703,766.9419,394.10522,5625.2896,239.27505,396.74762,98.80532,1486.858,0,0,0,0,0,0,0,0,0,0,0,0,763.3465,0,0,0,0,0,267.52405,1953.1783,211.01883,1053.4872,0,230.01279,278.78436,3228.3303,658.914,0,0,0,0,409.93768,1228.8568,309.8327,0,216.42288,152.763,2024.6228
"X3497_155.07_3.099",10.937136,0,0,0,0,0,0,0,0,39.28143,0,0,21.936186,0,0,0,14.546734,17.383667,0,43.26079,0,0,19.303661,0,0,0,18.615871,0,0,0,12.486182,0,0,0,0,0,0,0,0,0,0,0,56295.1,71267.37,34763.703,78294.52,45677.77,51215.016,63466.492,147583.88,95225.65,105415.3,88122.11,130086.67,47080.484,86354.31,73396.19,120843.05,92061.94,112357.64,86696.6,88204.92,88489.48,75696.586,105149.62,110788.44,48186.066,66002.055,70041.46,62018.766,62606.863,98960.14,81290.6,94713.64,65469.477,75499.2,74398.3,81600.445,83877.82,62976.656,68155.28,80712.164,54685.367,53375.06
"X408_155.07_1.004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.969788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2968.961,9339.243,8545.758,18817.037,18965.416,1957.7883,5334.308,33567.95,24851.182,17519.299,38518.887,26363.473,9671.62,4748.8115,4637.26,10209.537,13386.311,26694.402,26307.557,21738.123,11364.728,5374.1807,6932.4883,24138.486,10370.854,42915.812,8509.858,15564.285,8635.208,23513.379,26790.762,20454.094,16641.184,13117.338,21734.95,10357.976,2335.6853,17225.318,6258.089,15901.938,24514.447,30055.639
"X482_155.07_1.082",9.014718,0,0,11.379637,0,0,15.157253,0,0,46.195976,0,16.806477,13.545934,10.719873,20.221277,18.02613,40.969788,9.654073,0,22.592997,23.516918,11.239084,0,0,14.397643,0,18.610346,9.433878,0,0,0,0,10.674695,0,0,0,12.899876,0,29.282028,0,0,29.358019,1472.0366,9006.379,11704.3125,23975.998,13506.547,8045.347,15301.926,21902.445,10250.371,42273.19,26380.32,21984.275,16075.677,8656.505,21505.781,27449.865,17951.322,21588.049,18315.646,79517.29,27157.303,37280.953,26677.328,12433.422,24315.33,14743.15,17378.502,4481.3447,20518.215,86576.77,22651.889,13796.0625,21587.041,17090.607,1058.7211,17706.586,30057.832,9595.219,21783.072,34256.777,31980.7,33932.49
"X537_155.07_1.296",14.188416,20.670988,10.809455,45.253696,25.451748,18.120083,45.943493,19.002407,26.544891,62.685818,13.0921135,11.466767,15.885466,17.148956,12.468787,9.396137,98.36523,12.878186,11.559802,24.253246,17.799656,25.544281,26.49727,22.710926,15.454915,7.7703605,23.760958,0,12.375653,10.602305,9.41564,11.006731,11.171311,15.65678,21.548082,10.870787,11.736667,10.25889,20.292883,10.743691,11.000736,17.034422,61005.777,12089.009,9012.451,14418.447,65749.72,19589.906,82056.33,97761.195,101416.86,46727.098,171975.34,122069.08,72302.555,82956.71,87225.03,114738.1,30580.37,86729.07,61902.625,31118.852,26438.51,109865.21,35127.914,101005.945,67185.93,75181.67,75736.37,57364.508,10881.28,21767.31,75140.55,67094.414,64889.516,30258.64,60071.24,70352.164,92011.67,78617.3,70952.664,96908.65,71103.35,96546.22
"X2549_155.07_2.77",13.685711,16.797535,14.095543,17.17279,11.191235,0,14.589861,13.8898325,0,55.66457,10.740809,0,24.272322,11.0652485,0,43.165207,35.05797,11.910435,9.709471,43.018745,0,0,11.423257,0,9.995487,9.339478,20.894232,35.137604,0,0,0,17.650803,10.289141,20.411854,17.005365,22.767235,12.166098,23.942099,10.930651,14.503368,0,23.234829,105070.16,120118.33,103355.805,147395.64,107619.29,133507.92,140130.8,137064.34,162459.11,225501.39,219970.42,179075.84,106463.42,111190.56,111563.19,171395.73,158280.16,115232.79,136840.64,106054.58,97700.46,118689.58,145956.28,191316.81,49461.523,153584.95,66596.85,129850.52,88511.66,100878.625,90603,139605.66,83268.87,102521.46,122314.9,86627.945,125801.94,122509.34,115440.58,148025.23,135613.6,147281.86
"X2218_155.07_2.59",36.84861,119.812416,518.65594,277.71777,212.8687,52.17382,115.048965,74.422264,94.74423,182.18224,757.34485,237.83054,810.0655,135.91557,175.4316,38.29163,690.95245,233.93733,56.918182,700.4705,303.93988,88.81336,619.019,58.632675,373.83884,92.41227,526.45844,32.47545,21.46194,106.859436,643.56934,623.5904,41.83629,37.47411,156.65366,37.062202,445.40125,87.52401,797.8719,27.248123,77.859604,176.07433,65358.93,94961.04,59744.508,100430.734,77686.35,83615.555,127737.54,195767.27,113586.42,182759.31,196014.12,183652.23,135866.52,104280.11,137614.94,180854.77,133631.3,158132.72,90865.39,131694.03,125436.48,130947.5,149789.25,102037.76,94569.99,125973.45,84249.61,92176.195,94930.21,97890.84,101496.75,93641.83,83957.66,67980.445,121090.83,113559.19,137651.84,114309.69,132674.86,145748.55,143264.19,120560.68
"X559_155.107_1.39",0,12.781676,28.29957,19.008942,0,8.447378,0,13.782677,11.417583,14.892908,88.677185,24.481678,24.547798,0,20.36592,0,42.300907,9.729742,13.475977,16.943808,0,12.730011,13.725974,0,0,11.157617,10.412125,13.827312,0,27.915874,0,0,18.063166,0,12.54677,8.613882,10.384475,8.132136,0,7.329676,0,17.371902,3966.948,19367.17,9681.134,15193.208,28071.115,22548.922,28726.635,78881.76,20044.58,13374.243,62827.098,18523.23,14987.756,34779.305,35944.74,30421.12,10841.506,6567.828,31876.535,19199.834,37917.324,59589.977,36282.17,12387.559,25487.432,67723.42,15338.255,50680.105,18069.836,27940.486,19646.896,34154.547,22705.602,16714.672,40044.375,6845.843,35603.816,11633.616,22955.871,26383.963,27804.264,11882.802
"X2518_155.107_2.765",155.217,381.65213,480.3583,687.8879,80.714615,329.67746,221.99176,269.17212,356.4569,379.45886,328.29034,703.8932,376.5475,55.99891,306.519,358.3671,616.3883,270.93646,380.25586,188.52536,197.84676,158.2221,355.17923,368.41455,44.15445,250.72272,115.547325,389.93933,81.410324,525.88605,168.16385,237.43332,231.98595,205.17447,344.82416,220.57535,312.13562,377.16223,338.85956,275.39825,242.71396,369.22974,19256.64,19133.658,21700.42,33744.566,29736.56,26118.232,30866.113,56491.227,45826.18,40429.52,45009.13,38119.03,34662.062,36153.83,35838.074,54766.617,27055.428,35972.965,22870.992,29701.16,33361.875,37082.86,37495.645,36485.094,25516.562,34717.2,20699.027,38524.035,29432.2,37695.645,34891.445,28080.973,21787.611,23107.758,26074.28,23307.793,55254.953,23902.338,38837.84,30984.072,33849.8,41970.574
"X4997_155.107_3.559",519.9756,536.9793,2083.6702,2026.4519,861.8832,680.9259,1078.8383,743.0237,661.8935,789.10236,2492.952,386.3906,1952.7289,871.9606,784.6205,704.02795,2398.022,1041.3978,792.6401,2478.4834,1444.5089,450.563,2547.8594,493.60086,1407.6312,940.62445,1959.1907,466.4956,775.2785,865.8461,1468.0493,2464.4958,611.7087,332.25485,649.29443,590.254,1372.9427,872.5292,2016.7034,569.5879,853.69995,1758.4238,88755.234,80234.94,84922.72,95597.52,95164.17,93851.55,171469.98,220817.47,173085.12,177084.02,213968.31,223631.11,116357.4,150840.62,156430.11,156076.78,131816.81,118335.875,147190.38,146968.81,129944.7,147090.45,164105.39,149660.1,114381.266,184853.27,135698.47,128065.125,141223.86,176015.11,146886,156356.98,118773.17,110170.08,128349.914,114157.39,176417.1,150972.4,151238,182805.1,190715.05,193719.3
"X4401_155.107_3.361",106.58632,259.73447,306.34705,204.08086,364.63397,240.09666,91.52542,451.6149,323.2377,819.71124,428.4525,306.4846,52.943203,317.08023,411.75046,494.2036,655.46436,200.17622,307.93622,522.6304,327.6372,523.7246,360.72217,638.8783,296.38147,145.81976,528.2062,375.40912,272.87012,434.5115,418.67297,273.0034,112.58975,357.9912,333.73575,286.3647,387.7034,360.49542,400.96606,277.64633,498.16406,550.40906,105561.63,40093.812,57300.797,84500.28,58222.293,71997.086,122542.91,215744.64,106073.87,106457.91,91475.625,104066.125,65833.25,78653.18,71015.91,85116.516,70384.195,88397.46,78982.31,144042.78,67143.82,91571.41,82603.51,118207.17,72946.766,87665.57,77745.72,81800.48,140792.8,86555.99,66015.48,82834.375,63158.348,63593.684,71837.84,49951.992,98716.28,73408.484,78274.336,87851.26,78314.125,90971.35
"X681_155.118_1.833",82904.82,29121.598,88664.75,72637.11,23564.738,40773.5,6162.406,141776.47,41012.516,165897.64,129427.29,148143.1,86416.59,41540.844,107581.6,30852.725,145633.58,59130.527,43797.465,397084.5,56439.504,131386.69,37994.723,36469.67,7777.8687,20374.348,37867.305,50915.242,29223.488,49560.367,22010.008,35990.387,19074.701,23473.326,30995.969,37968.492,53395.31,29168.64,24600.729,31072.285,4084.4504,58454.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.43884,187.3714,0,44.7575,5937.2417,1962.9006,0,0,0,0,0,0,0,0,0,0,0,0
"X708_156.138_1.888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.16055,96.20428,0,125.14481,493.84833,354.52634,532.5626,302.37585,185.298,119.51755,231.93663,0,0,0,107.93517,87.89362,0,0,0,79.68081,0,0,0,0,25504.22,142.21729,82.650406,386.30023,0,0,0,67.80949,0,0,0,0,72.77102,67.092804,0,0,64.984634,0
"X1363_156.138_2.35",0,0,0,0,0,0,0,0,0,27.78653,0,0,0,2080.6724,0,4423.8423,11914.953,15201.247,10425.359,288.72983,151.70456,149.87424,264.2921,0,0,0,0,0,0,0,0,0,0,5881.361,4885.9272,4658.4785,17475.516,17802.428,12091.928,601.6193,315.3513,527.9605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031.2294,0,0,0,0,0,0,0
"X172_157.05_0.544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22656.93,15238.269,3923.853,6842.0146,9073.6045,3304.3687,6244.758,45438.2,18130.986,26051.125,48820.37,49343.156,14157.41,13470.244,35841.582,9153.061,13620.325,35580.348,5972.8516,7326.91,5319.873,9343.695,12168.916,15286.759,11672.315,29297.756,26320.54,22380.627,2045.8555,15902.905,16193.406,38112.18,26970.44,11763.736,30880.605,13917.669,37409.6,13478.061,5280.846,23316.107,3819.4194,38643.293
"X1995_157.05_2.569",0,0,0,50.90712,163.28026,5335.4478,2064.463,0,0,0,0,0,0,0,0,0,0,1080.6262,219.72264,0,0,0,0,0,0,0,259.8748,0,0,0,0,0,0,0,0,0,0,0,1801.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X187_157.084_0.553",78.16759,2545.0066,1127.6389,1133.6627,581.2303,820.89557,1128.7639,940.64777,3108.0247,9533.805,1674.4083,1253.166,1347.9617,138.71307,327384.84,1441.6929,22013.26,2619.399,1104.8157,1786.2423,718.8929,1013.90125,452.13458,2333.7861,1116.4851,1517.2393,2509.0298,3071.0024,2432.0579,11398.989,978.4138,331.877,1090.9137,692.15576,850.60803,1390.2958,5221.8716,2839.008,9058.901,4909.9004,1289.2473,1941.8954,2657.658,273.12488,0,2723.416,5469.595,516.5428,10570.53,8119.123,0,0,3932.701,0,15855.99,0,0,0,0,0,3857.4385,0,0,0,0,0,207369.3,8258.406,0,5706.063,0,0,0,0,0,0,874.63574,969.68774,131775.92,11109.973,1591.47,0,10072.585,3156.7114
"X87_157.085_0.511",0,285.64612,317.34775,357.9002,324.8032,612.7258,89.62945,753.6523,188.09406,512.19556,408.8025,531.6303,542.78015,48.511955,2243.3196,264.60098,721.94653,305.35724,168.99408,153.71417,100.196106,477.15536,241.19386,777.68396,546.61194,272.11594,562.8944,187.38498,219.75554,305.2522,631.4013,435.9481,228.6934,590.04926,664.7956,96.09198,226.89244,232.25998,238.85924,456.13187,174.91383,558.3082,45016.406,41155.883,37731.67,39234.14,45499.85,43517.2,34089.312,106154.83,80307.61,87419.305,104310.15,100862.2,50369.676,62458.613,72000.13,72848.516,60030.09,73081.37,62085.734,63032.02,63351.91,77067.99,59897.46,64284.03,5782.761,91589.555,65294,69230.45,56539.76,75130.66,58954.312,77255.38,57421.98,28909.447,62809.875,55813.03,75597.93,74010.695,69343.04,73893.93,74688.66,83131.234
"X327_157.085_0.726",0,33.726868,0,0,0,0,0,141.39111,87.24307,162.33131,0,0,0,0,141.59933,39.270515,174.79066,0,36.470917,0,0,145.75511,50.57853,76.327156,20.885021,22.459219,141.99965,59.976616,54.446003,254.72826,0,14.700558,16.403309,36.289932,70.979645,126.79006,31.611868,70.25586,30.076855,24.662586,21.71252,172.33678,14514.835,7760.579,4754.9424,22733.004,22010.56,16010.695,19886.76,84460.945,13232.525,41204.773,85463.56,68341.414,25994.479,9634.655,28971.955,17660.953,26028.293,21372.848,43666.25,12370.008,27138.004,38040.523,13792.788,12643.132,12925.938,79117.59,23069.52,53414.594,30908.98,20102.879,13506.019,50635.7,15150.63,16534.068,49412.918,8995.395,27611.516,15765.175,29666.184,25250.83,44362.793,16575.66
"X1105_157.086_2.157",7.8862815,0,8.724329,0,0,0,0,0,0,16.736694,9.508047,0,0,0,0,0,13.673275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11066.949,1265.7408,6081.4736,5344.643,6919.83,6008.8896,5130.2812,13403.12,14222.072,6468.9326,14370.828,14580.798,7390.742,9003.812,5969.7725,6992.6655,10733.934,7603.734,3914.0994,6406.526,8117.729,10736.416,13249.149,7262.6636,5131.1484,13270.556,6233.577,6361.41,4611.271,8759.786,5968.6333,15794.746,8183.4326,6140.5483,14030.184,6555.402,12265.266,6403.5063,4749.13,6641.1953,9122.338,5137.249
"X488_157.086_1.106",8.163395,23.433506,12.241238,37.65046,30.803507,11.016064,25.15062,14.368874,0,98.392044,27.062027,0,22.49736,0,15.034317,12.010654,56.814774,17.882854,21.253036,32.300602,30.626205,14.991629,14.045849,10.612343,24.580914,11.829144,36.780525,16.10114,15.018216,29.991196,19.218807,11.125312,10.1857815,0,12.113589,0,19.058651,11.315792,13.273593,10.603821,0,19.560911,66964.47,23944.652,57825.754,72681.97,78322.7,10802.145,29265.13,93270.94,41691.85,177587.55,110365.52,124230.55,37027.188,31023.137,133064.56,37650.566,31329.943,120196.914,74279.82,41081.72,113723.28,146505.3,130799.52,141564.77,14046.033,77191.32,38961.137,59313.598,32324.834,36519.633,32203.924,75889.59,31550.725,24088.215,69606.47,23571.162,76218.93,10743.262,29544.34,45670.4,136921.97,18530.322
